Order No.,Client OrderID,Order Type,Sub Order Type,Customer Name,Customer Phone,GSTIN,Customer Address,Delivery Boy,Delivery Boy Number,Items,My Amount (₹),Total Discount (₹),Delivery Charge (₹),Container Charge (₹),Total Tax (₹),Round Off (₹),Grand Total (₹),Payment Type,Payment Description,Status,Created,Sequence Name
15819,,Dine In (4),Non AC,,,,,,,Kingfisher Mid (650 Ml),680.00,0.00,0.00,0.00,68.00,0.00,748.00,Cash,,Printed,11 Aug 2025 12:30:06,
15818,213862292694018,Delivery,Konkan Swad Gomantak F - Swiggy,,,,,,,"Bombil Fry, Chapati, Chicken Gravy., Special Sukka Bhaji",730.00,0.00,0.00,10.00,36.50,0.50,777.00,Online,,Printed,11 Aug 2025 11:47:58,
15817,,Pick Up,Pick Up,,,,,,,"Bacardi Limon (180 Ml), Black Lable 750ml, Blenders Pride (180 Ml), Blenders Pride 750, Breezer, Bud Mild 500, Budwiser Mild (650 Ml), Budwiser Strong (500 ML), Budwiser Strong (650 Ml), Calsberg Strong, Dr Brandy (180 Ml), Dsp Black (180 Ml), I B 750ml, Imperial Blue (180 Ml), Imperial Blue (90 Ml), Kingfisher Mid (650 Ml), Kingfisher Strong (500 ML), Kingfisher Strong (650 Ml), Kingfisher Ultra (650 Ml), Lp  Strong, Lp Mild, Macdowell Rum (180 Ml), Magic Moment (180 Ml), Magic Moment Apple (180 Ml), Mc Dowell (180 Ml), Mc Dowell (90 Ml), Oak Smit Silver Internation (180 Ml), Oak Smith Gold (180 Ml), Old Monk (180 Ml), Packaged Water, Red Bull, Romanov (180 Ml), Romanov Apple (180 Ml), Royal Challenge (180 Ml), Royal Stag 750ml, Royalstag (180 Ml), Royalstag (90 Ml), Satori Red Halp 375ml, Tuborg Strong (500 ML), Tuborg Strong (650 Ml)",97360.00,0.00,0.00,0.00,22.26,-0.26,97382.00,Cash,,Printed,11 Aug 2025 03:18:30,
15816,,Dine In (10),AC,,,,,,,"Cheese Cube, Chicken Thali, Neer Dosa Per Pc, Oak Smith Gold (180 Ml), Oak Smith Gold (30 Ml), Packaged Water, Prawns Fry, Soft Drink 300 Ml",1650.00,0.00,0.00,0.00,125.00,0.00,1775.00,Cash,,Printed,11 Aug 2025 01:02:50,
15815,,Dine In (7),AC,,,,,,,"Kingfisher Strong (650 Ml), Lp Mild, Masala Papad",670.00,0.00,0.00,0.00,64.00,0.00,734.00,Cash,,Printed,11 Aug 2025 00:50:46,
15814,,Dine In (15),AC,,,,,,,"Bombil Thali, Budwiser Strong (650 Ml), Chana Koliwada, Chicken Crispy, Chicken Lolipop Half, Crab Thali, Mutton Thali, Neer Dosa Per Pc, Prawns Thali, Schezwan Sauce, Soft Drink 600 Ml, Surmai Thali",2720.00,0.00,0.00,0.00,157.50,0.50,2878.00,Cash,,Printed,11 Aug 2025 00:40:29,
15813,,Dine In (8),AC,,,,,,,"Bhakri, Gulab Jamun, Veg Thali",316.00,0.00,0.00,0.00,15.80,0.20,332.00,Cash,,Printed,11 Aug 2025 00:32:03,
15812,,Dine In (11),AC,,,,,,,"Bhakri, Chapati, Chicken 65, Chicken Handi (Full), Chicken Lolypop Full, Jeera Rice, Packaged Water",1930.00,0.00,0.00,0.00,96.50,0.50,2027.00,Cash,,Printed,11 Aug 2025 00:14:38,
15811,,Dine In (16),AC,,,,,,,"Bhakri, Crab Lolipop (6 Pc), Konkan Swad Special Seafood Thali, Packaged Water, Royalstag (180 Ml), Royalstag (30 Ml), Royalstag (90 Ml), Schezwan Sauce, Solkadi",1900.00,0.00,0.00,0.00,133.00,0.00,2033.00,Cash,,Printed,11 Aug 2025 00:11:38,
15810,,Dine In (4),Non AC,,,,,,,"Egg Half Fry, Royalstag (180 Ml)",500.00,0.00,0.00,0.00,45.50,0.50,546.00,Cash,,Printed,11 Aug 2025 00:08:32,
15809,,Dine In (22),AC,,,,,,,"Boiled Eggs, Calsberg Strong, Jumbo Mix Seafood Platter Tawa Fry, Packaged Water, Tuborg Strong (650 Ml)",5810.00,0.00,0.00,0.00,499.00,0.00,6309.00,Cash,,Printed,11 Aug 2025 00:05:54,
15808,,Dine In (20),AC,,,,,,,"Bombil Fry, Budwiser Mild (650 Ml), Chicken Lolipop Half, Packaged Water, Schezwan Sauce",1610.00,0.00,0.00,0.00,140.50,0.50,1751.00,Cash,,Printed,10 Aug 2025 23:59:36,
15807,,Dine In (3),Non AC,,,,,,,"Chapati, Surmai Thali, Veg Thali",370.00,0.00,0.00,0.00,18.50,0.50,389.00,Cash,,Printed,10 Aug 2025 23:51:00,
15806,,Dine In (17),AC,,,,,,,"Packaged Water, Paneer Crishpy, Paneer Pulav, Soft Drink 300 Ml",540.00,0.00,0.00,0.00,27.00,0.00,567.00,Cash,,Printed,10 Aug 2025 23:39:19,
15805,,Dine In (8),AC,,,,,,,"Bangda Tawa Fry, Tuborg Strong (650 Ml)",860.00,0.00,0.00,0.00,77.00,0.00,937.00,Cash,,Printed,10 Aug 2025 23:31:06,
15804,,Dine In (5),Non AC,,,,,,,"Blenders Pride (60 Ml), Blenders Pride (90 Ml), Dal Khichdi Tadka, Packaged Water",780.00,0.00,0.00,0.00,67.50,0.50,848.00,Cash,,Printed,10 Aug 2025 23:16:31,
15803,213817424881342,Delivery,Konkan Swad Gomantak F - Swiggy,,,,,,,"Chapati, Prawns Masala",420.00,0.00,0.00,10.00,21.00,0.00,451.00,Online,,Printed,10 Aug 2025 23:14:01,
15802,,Dine In (18),AC,,,,,,,"Chapati, Mutton Thali, Packaged Water, Surmai Thali, Tuborg Mild",1048.00,0.00,0.00,0.00,70.40,-0.40,1118.00,Cash,,Printed,10 Aug 2025 23:03:35,
15801,,Dine In (11),AC,,,,,,,"Crab Lolipop (6 Pc), Crab Thali, Magic Moment Apple (30 Ml), Mc Dowell (180 Ml), Packaged Water, Soft Drink 300 Ml, Solkadi",1390.00,0.00,0.00,0.00,96.00,0.00,1486.00,Cash,,Printed,10 Aug 2025 23:01:43,
15800,,Dine In (7),AC,,,,,,,"Bombil Fry, Chapati, Dal Khichdi, Packaged Water, Prawns Masala, Romanov (180 Ml), Soft Drink 600 Ml, Veg Thali",2030.00,0.00,0.00,0.00,123.00,0.00,2153.00,Cash,,Printed,10 Aug 2025 22:59:28,
15799,,Dine In (14),AC,,,,,,,"Budwiser Mild (650 Ml), Chapati, Chicken Crispy, Chicken Handi (Full), Chicken Lolypop Full, Chicken Schezwan Rice, Masala Papad, Packaged Water, Soft Drink 300 Ml, Tuborg Strong (650 Ml)",3282.00,0.00,0.00,0.00,238.10,-0.10,3520.00,Cash,,Printed,10 Aug 2025 22:57:24,
15798,7157949803,Delivery,Zomato,,,,,,,"Prawns Masala, Surmai Masala",600.00,0.00,0.00,0.00,30.00,0.00,630.00,Online,,Printed,10 Aug 2025 22:52:04,
15797,,Dine In (10),AC,,,,,,,"Masala Snacks, Packaged Water, Paneer Bhurji, Prawns Biryani, Romanov (60 Ml), Romanov Apple (180 Ml), Soft Drink 300 Ml",1270.00,0.00,0.00,0.00,92.50,0.50,1363.00,Cash,,Printed,10 Aug 2025 22:51:10,
15796,,Dine In (6),Non AC,,,,,,,"Budwiser Mild (650 Ml), Roasted Papad, Royalstag (180 Ml)",835.00,0.00,0.00,0.00,81.00,0.00,916.00,Cash,,Printed,10 Aug 2025 22:44:40,
15795,,Dine In (5),Non AC,,,,,,,"Blue Riband (180 Ml), Blue Riband (90 Ml), Soda 300ml",615.00,0.00,0.00,0.00,60.26,-0.26,675.00,Cash,,Printed,10 Aug 2025 22:33:21,
15794,,Dine In (4),Non AC,,,,,,,Imperial Blue (180 Ml),390.00,0.00,0.00,0.00,39.00,0.00,429.00,Cash,,Printed,10 Aug 2025 22:31:02,
15793,,Pick Up,Pick Up,,,,,,,"Bombil Fry, King Prawns Tawa Fry",720.00,108.00,0.00,0.00,30.60,0.40,643.00,Cash,,Printed,10 Aug 2025 22:29:44,
15792,,Dine In (19),AC,,,,,,,"Bhakri, Chicken Munchow Soup, Crab Meat Soup, Crab Thali, Konkan Swad Special Seafood Thali, Non-veg Thali, Packaged Water, Surmai Thali",2628.00,0.00,0.00,0.00,131.40,-0.40,2759.00,Cash,,Printed,10 Aug 2025 22:28:31,
15791,,Dine In (21),AC,,,,,,,"Bombil Fry, Neer Dosa Per Pc, Oak Smit Silver Internation (90 Ml), Packaged Water, Pomfret Thali, Prawns Koliwada, Solkadi",1345.00,0.00,0.00,0.00,82.76,0.24,1428.00,Cash,,Printed,10 Aug 2025 21:54:49,
15790,,Dine In (1),Non AC,,,,,,,"Egg Half Fry, Smirnoff Apple (60 Ml)",825.00,0.00,0.00,0.00,78.00,0.00,903.00,Cash,,Printed,10 Aug 2025 21:52:44,
15789,,Pick Up,Pick Up,,,,,,,"Chicken Ghee Roast (boneless), Neer Dosa Per Pc",440.00,66.00,0.00,0.00,18.70,0.30,393.00,Cash,,Printed,10 Aug 2025 21:52:20,
15788,,Pick Up,Pick Up,,,,,,,Extra Vade(4pc),160.00,24.00,0.00,0.00,6.80,0.20,143.00,Cash,,Printed,10 Aug 2025 21:43:11,
15787,,Dine In (6),Non AC,,,,,,,"Royalstag (180 Ml), Soda 300ml",435.00,0.00,0.00,0.00,42.26,-0.26,477.00,Cash,,Printed,10 Aug 2025 21:16:39,
15786,,Dine In (18),AC,,,,,,,"Barrel (180 Ml), Barrel (90 Ml), Chicken Boneless Pepper, Egg Half Fry, Green Salad, Packaged Water, Schezwan Sauce, Smirnoff Apple (60 Ml), Soda 300ml",3005.00,0.00,0.00,0.00,265.76,0.24,3271.00,Cash,,Printed,10 Aug 2025 21:14:36,
15785,,Dine In (3),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,10 Aug 2025 21:10:22,
15784,,Dine In (2),Non AC,,,,,,,Royal Challenge (180 Ml),420.00,0.00,0.00,0.00,42.00,0.00,462.00,Cash,,Printed,10 Aug 2025 21:02:41,
15783,,Dine In (3),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,10 Aug 2025 20:57:36,
15782,213808193147685,Delivery,Konkan Swad Gomantak F - Swiggy,,,,,,,"Bombil Fry, Pomfret Billa Tawa Fry, Prawns Koliwada, Surmai Tawa Fry(2pcs)",1760.00,0.00,0.00,10.00,88.00,0.00,1858.00,Online,,Printed,10 Aug 2025 20:41:38,
15781,,Dine In (5),Non AC,,,,,,,"Chicken Chilly Dry, Kingfisher Strong (650 Ml)",540.00,0.00,0.00,0.00,43.26,-0.26,583.00,Cash,,Printed,10 Aug 2025 20:39:22,
15780,,Dine In (1),Non AC,,,,,,,Kingfisher Strong (500 ML),250.00,0.00,0.00,0.00,25.00,0.00,275.00,Cash,,Printed,10 Aug 2025 20:22:24,
15779,,Dine In (2),Non AC,,,,,,,Royalstag (180 Ml),820.00,0.00,0.00,0.00,82.00,0.00,902.00,Cash,,Printed,10 Aug 2025 20:09:21,
15778,,Pick Up,Pick Up,,,,,,,Chicken Masala Fry,260.00,39.00,0.00,0.00,11.06,-0.06,232.00,Cash,,Printed,10 Aug 2025 19:58:27,
15777,7145341537,Delivery,Zomato,,,,,,,King Prawns Tawa Fry,500.00,0.00,0.00,0.00,25.00,0.00,525.00,Online,,Printed,10 Aug 2025 19:55:59,
15776,,Dine In (4),Non AC,,,,,,,"Bhakri, Chicken Masala (sagoti), Tuborg Strong (650 Ml)",575.00,0.00,0.00,0.00,45.00,0.00,620.00,Cash,,Printed,10 Aug 2025 19:49:23,
15775,7149390310,Delivery,Zomato,,,,,,,"Chicken Rotti (kori Rotti), Prawns Ghee Roast",630.00,0.00,0.00,0.00,31.50,0.50,662.00,Online,,Printed,10 Aug 2025 19:37:38,
15774,,Pick Up,Pick Up,,,,,,,Bhakri,56.00,8.40,0.00,0.00,2.38,0.02,50.00,Cash,,Printed,10 Aug 2025 18:27:42,
15773,,Dine In (5),Non AC,,,,,,,"Bhakri, Crab Masala Fry(small), Mix Seafood Platter Tawa Fry, Neer Dosa Per Pc, Packaged Water, Prawns Koliwada, Solkadi, Surmai Tawa Fry(2Pcs)",2087.00,0.00,0.00,0.00,104.36,-0.36,2191.00,Cash,,Printed,10 Aug 2025 18:27:14,
15772,,Dine In (6),Non AC,,,,,,,"Bhakri, Bombil Fry, Budwiser Strong (650 Ml), Chicken Lolipop Half, Prawns Masala Fry, Solkadi",1390.00,0.00,0.00,0.00,90.00,0.00,1480.00,Cash,,Printed,10 Aug 2025 16:40:35,
15771,,Dine In (3),Non AC,,,,,,,"Bhakri, Chicken Masala (sagoti), Kollum Rice (Half)",300.00,0.00,0.00,0.00,15.00,0.00,315.00,Cash,,Printed,10 Aug 2025 16:24:39,
15770,,Dine In (2),Non AC,,,,,,,Solkadi,50.00,0.00,0.00,0.00,2.50,0.50,53.00,Cash,,Printed,10 Aug 2025 16:20:05,
15769,,Dine In (5),Non AC,,,,,,,Mc Dowell (30 Ml),100.00,0.00,0.00,0.00,10.00,0.00,110.00,Cash,,Printed,10 Aug 2025 16:09:44,
15768,,Dine In (4),Non AC,,,,,,,"Chapati, Chicken Masala (sagoti), Kollum Rice (Half)",650.00,0.00,0.00,0.00,32.50,0.50,683.00,Cash,,Printed,10 Aug 2025 16:07:26,
15767,,Dine In (1),Non AC,,,,,,,Veg Thali,280.00,0.00,0.00,0.00,14.00,0.00,294.00,Cash,,Printed,10 Aug 2025 15:49:33,
15766,,Dine In (5),Non AC,,,,,,,"Mc Dowell (180 Ml), Mc Dowell (30 Ml)",490.00,0.00,0.00,0.00,49.00,0.00,539.00,Cash,,Printed,10 Aug 2025 15:45:26,
15765,,Dine In (17),AC,,,,,,,"Bangda Thali, Bombil Thali, Chapati, Mandeli Fry, Packaged Water, Roasted Papad, Royalstag (90 Ml), Veg Thali",1265.00,0.00,0.00,0.00,74.76,0.24,1340.00,Cash,,Printed,10 Aug 2025 15:42:01,
15764,,Dine In (2),Non AC,,,,,,,Bombil Thali,225.00,0.00,0.00,0.00,11.26,-0.26,236.00,Cash,,Printed,10 Aug 2025 15:33:01,
15763,,Dine In (10),AC,,,,,,,"king prawns 65, Masala Papad, Neer Dosa Per Pc, Packaged Water, Royalstag (180 Ml), Royalstag (60 Ml), Schezwan Sauce, Soft Drink 600 Ml, Surmai Tawa Fry(2Pcs)",1710.00,0.00,0.00,0.00,115.50,0.50,1826.00,Cash,,Printed,10 Aug 2025 15:30:26,
15762,,Dine In (4),Non AC,,,,,,,"Kingfisher Strong (650 Ml), Lp  Strong, Prawns Koliwada",885.00,0.00,0.00,0.00,73.50,0.50,959.00,Cash,,Printed,10 Aug 2025 15:18:41,
15761,,Dine In (2),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,10 Aug 2025 15:11:14,
15760,,Dine In (18),AC,,,,,,,"Boiled Eggs, Chakli, Chapati, Chicken Rotti (kori Rotti), Packaged Water, Prawns Thali, Virjin Mojito",1242.00,0.00,0.00,0.00,62.10,-0.10,1304.00,Cash,,Printed,10 Aug 2025 15:03:49,
15759,213787897966501,Delivery,Konkan Swad Gomantak F - Swiggy,,,,,,,"Neer Dosa[2 Pcs], Prawns Ghee Roast",370.00,0.00,0.00,10.00,18.50,0.50,399.00,Online,,Printed,10 Aug 2025 15:03:23,
15758,,Pick Up,Pick Up,,,,,,,Fish Gravy,120.00,18.00,0.00,0.00,5.10,-0.10,107.00,Cash,,Printed,10 Aug 2025 14:50:56,
15757,,Dine In (11),AC,,,,,,,"Butter Chapathi, Butter Milk, Chapati, Chicken Fried Rice, Chicken Rotti (kori Rotti), Chicken Satey, Crab Masala Fry(small), Crab Masala(small), Egg Bhurji, Kingfisher Mid (650 Ml), Kollum Rice (Half), Mc Dowell (180 Ml), Packaged Water, Paneer Masala, pomfret jumbo tawa fry, Solkadi, Veg Fried Rice",6126.00,612.60,0.00,0.00,343.62,-0.02,5857.00,Cash,,Printed,10 Aug 2025 14:40:32,
15756,213786426793120,Delivery,Konkan Swad Gomantak F - Swiggy,,,,,,,Surmai Tawa Fry(2pcs),380.00,0.00,0.00,10.00,19.00,0.00,409.00,Online,,Printed,10 Aug 2025 14:37:52,
15755,,Pick Up,Pick Up,,,,,,,"Pomfret Billa Tawa Fry, Prawns Koliwada",1300.00,195.00,0.00,0.00,55.26,-0.26,1160.00,Cash,,Printed,10 Aug 2025 14:36:37,
15754,,Dine In (20),AC,,,,,,,"Bhakri, Mandeli Fry, Packaged Water, Prawns Biryani, Prawns Masala, Solkadi, Squid Masala, Veg Thali",1462.00,0.00,0.00,0.00,73.10,-0.10,1535.00,Cash,,Printed,10 Aug 2025 14:30:26,
15753,,Dine In (4A),Non AC,,,,,,,"Bombil Fry, Royalstag (180 Ml), Royalstag (90 Ml), Soft Drink 300 Ml",1060.00,0.00,0.00,0.00,84.50,0.50,1145.00,Cash,,Printed,10 Aug 2025 14:29:08,
15752,,Dine In (6),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,10 Aug 2025 14:28:15,
15751,,Dine In (3),Non AC,,,,,,,"Chapati, Chicken Thali",240.00,0.00,0.00,0.00,12.00,0.00,252.00,Cash,,Printed,10 Aug 2025 14:27:39,
15750,,Dine In (7),AC,,,,,,,"Bhakri, Bombil Fry, Chicken Handi (Half), Chicken Lolypop Full, Chicken Thali, Crab Lolipop (6 Pc), Kollum Rice (Half), Masala Papad, Mix Veg, Old Monk (60 Ml), Packaged Water, Solkadi, Surmai Thali, Veg Crispy",2992.00,0.00,0.00,0.00,157.10,-0.10,3149.00,Cash,,Printed,10 Aug 2025 14:22:21,
15749,7155390314,Delivery,Zomato,,,,,,,"Bhakri, Paneer Chilli Manchurian",410.00,0.00,0.00,0.00,20.50,0.50,431.00,Online,,Printed,10 Aug 2025 14:21:03,
15748,7156713872,Delivery,Zomato,,,,,,,Extra Vade(4pc),800.00,0.00,0.00,0.00,40.00,0.00,840.00,Online,,Printed,10 Aug 2025 14:19:32,
15747,,Dine In (5),Non AC,,,,,,,"Chapati, Veg Thali",100.00,0.00,0.00,0.00,5.00,0.00,105.00,Cash,,Printed,10 Aug 2025 14:15:32,
15746,7156031429,Delivery,Zomato,,,,,,,Prawns Biryani,340.00,0.00,0.00,0.00,17.00,0.00,357.00,Online,,Printed,10 Aug 2025 14:04:44,
15745,,Dine In (6),Non AC,,,,,,,"Kingfisher Strong (650 Ml), Veg Thali",395.00,0.00,0.00,0.00,36.00,0.00,431.00,Cash,,Printed,10 Aug 2025 13:55:37,
15744,213783499760210,Delivery,Konkan Swad Gomantak F - Swiggy,,,,,,,Surmai Tawa Fry(2pcs),380.00,0.00,0.00,10.00,19.00,0.00,409.00,Online,,Printed,10 Aug 2025 13:48:44,
15743,7153949921,Delivery,Zomato,,,,,,,"Bangda Fry, Chicken Chilli Dry, Prawns Ghee Roast",730.00,0.00,0.00,0.00,36.50,0.50,767.00,Online,,Printed,10 Aug 2025 13:48:35,
15742,,Dine In (22),AC,,,,,,,"Bhakri, Veg Thali",118.00,0.00,0.00,0.00,5.90,0.10,124.00,Cash,,Printed,10 Aug 2025 13:42:22,
15741,,Dine In (5),Non AC,,,,,,,"Chicken Thali, Kingfisher Ultra (330 Ml), Pomfret Thali, Red Bull",965.00,0.00,0.00,0.00,60.76,0.24,1026.00,Cash,,Printed,10 Aug 2025 13:42:05,
15740,,Dine In (18),AC,,,,,,,Chicken Biryani Boneless,350.00,0.00,0.00,0.00,17.50,0.50,368.00,Cash,,Printed,10 Aug 2025 13:38:55,
15739,213782781047405,Delivery,Konkan Swad Gomantak F - Swiggy,,,,,,,"Prawns Biryani, Solkadi",420.00,0.00,0.00,10.00,21.00,0.00,451.00,Online,,Printed,10 Aug 2025 13:38:50,
15738,,Dine In (16),AC,,,,,,,"Bhakri, Blueberry Mojito, Chicken Lolypop Full, Chicken Thali, Crab Thali, Mutton Thali, Packaged Water, Prawns Thali, Smirnoff (30 Ml), Soft Drink 300 Ml",1933.00,0.00,0.00,0.00,96.40,-0.40,2029.00,Cash,,Printed,10 Aug 2025 13:37:56,
15737,7155325673,Delivery,Zomato,,,,,,,"Prawns Ghee Roast, Surmai Tawa Fry(2Pcs)",1040.00,0.00,0.00,0.00,52.00,0.00,1092.00,Online,,Printed,10 Aug 2025 13:31:33,
15736,,Dine In (4),Non AC,,,,,,,"Fry Papad, Romanov (180 Ml)",420.00,0.00,0.00,0.00,40.50,0.50,461.00,Cash,,Printed,10 Aug 2025 13:27:00,
15735,,Dine In (3),Non AC,,,,,,,"Chakli, Royalstag (180 Ml), Soft Drink 300 Ml",470.00,0.00,0.00,0.00,44.00,0.00,514.00,Cash,,Printed,10 Aug 2025 13:13:40,
15734,,Dine In (6),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,10 Aug 2025 13:11:15,
15733,,Dine In (5),Non AC,,,,,,,"Chapati, Veg Thali",100.00,0.00,0.00,0.00,5.00,0.00,105.00,Cash,,Printed,10 Aug 2025 12:59:52,
15732,7155214950,Delivery,Zomato,,,,,,,"Prawns Ghee Roast, Rawas Tawa Fry (2pc)",660.00,0.00,0.00,0.00,33.00,0.00,693.00,Online,,Printed,10 Aug 2025 12:47:56,
15731,7145565298,Delivery,Zomato,,,,,,,"Dal Fry, Steam Rice (Full), Surmai Fry (2Pcs)",630.00,0.00,0.00,0.00,31.50,0.50,662.00,Online,,Printed,10 Aug 2025 12:42:33,
15730,7150297212,Delivery,Zomato,,,,,,,Prawns Ghee Roast,330.00,0.00,0.00,0.00,16.50,0.50,347.00,Online,,Printed,10 Aug 2025 12:33:16,
15729,,Pick Up,Pick Up,,,,,,,"Butter Chapathi, Egg Bhurji",125.00,18.75,0.00,0.00,5.32,0.43,112.00,Cash,,Printed,10 Aug 2025 12:25:57,
15728,,Dine In (4),Non AC,,,,,,,Lp  Strong,260.00,0.00,0.00,0.00,26.00,0.00,286.00,Cash,,Printed,10 Aug 2025 12:21:43,
15727,,Pick Up,Pick Up,,,,,,,"Finger Chips, Mori (shark) Masala Fry, Shell Fish Masala",650.00,97.50,0.00,0.00,27.62,-0.12,580.00,Cash,,Printed,10 Aug 2025 12:04:03,
15726,7154642625,Delivery,Zomato,,,,,,,Prawns Masala,300.00,0.00,0.00,0.00,15.00,0.00,315.00,Online,,Printed,10 Aug 2025 11:51:21,
15725,,Dine In (1),Non AC,,,,,,,Royalstag (90 Ml),220.00,0.00,0.00,0.00,22.00,0.00,242.00,Cash,,Printed,10 Aug 2025 11:16:26,
15724,7152894255,Delivery,Zomato,,,,,,,"Bangda Fry, Mutton Masala Fry",460.00,0.00,0.00,0.00,23.00,0.00,483.00,Online,,Printed,10 Aug 2025 11:11:51,
15723,,Pick Up,Pick Up,,,,,,,"Absolute (180 Ml), Bacardi Black Rum (180 Ml), Blenders Pride (180 Ml), Bud Mild 500, Budwiser Mild (650 Ml), Budwiser Strong (500 ML), Budwiser Strong (650 Ml), Calsberg Mild, Calsberg Strong, Dr Brandy (180 Ml), Dsp Black (180 Ml), Imperial Blue (180 Ml), Imperial Blue (90 Ml), Kingfisher Mid (330 Ml), Kingfisher Mid (650 Ml), Kingfisher Strong (500 ML), Kingfisher Strong (650 Ml), Kingfisher Ultra (650 Ml), Kingfisher Ultra Max, Lp  Strong, Lp Mild, M/m Cranvery, Macdowell Rum (180 Ml), Magic Moment Apple (180 Ml), Mc Dowell (180 Ml), Mc Dowell (90 Ml), Oak Smit Silver Internation (180 Ml), Oak Smith Gold (180 Ml), Officers Choice, Old Monk (180 Ml), Packaged Water, Romanov (180 Ml), Romanov 750ml, Romanov Apple (180 Ml), Royal Challenge (180 Ml), Royal Stag 2 Litres, Royal Stag 750ml, Royalstag (180 Ml), Royalstag (90 Ml), Tuborg Mild, Tuborg Strong (500 ML), Tuborg Strong (650 Ml)",112025.00,0.00,0.00,0.00,20.00,0.00,112045.00,Cash,,Printed,10 Aug 2025 03:11:47,
15722,,Dine In (19),AC,,,,,,,"Chapati, Chicken Lolypop Full, Kingfisher Strong (650 Ml), Oak Smit Silver Internation (180 Ml), Pomfret Thali, Soft Drink 300 Ml, Surmai Thali",1921.00,0.00,0.00,0.00,143.06,-0.06,2064.00,Cash,,Printed,10 Aug 2025 01:01:19,
15721,,Dine In (8),AC,,,,,,,"Calsberg Strong, Chapati, Jeera Rice, Red Label (60 Ml), Veg Handi",2515.00,0.00,0.00,0.00,229.50,0.50,2745.00,Cash,,Printed,10 Aug 2025 01:00:50,
15720,,Dine In (2),Non AC,,,,,,,"Magic Moment Apple (180 Ml), Mutton Thali, Soda 300ml",785.00,0.00,0.00,0.00,62.26,-0.26,847.00,Cash,,Printed,10 Aug 2025 00:31:40,
15719,,Dine In (3),Non AC,,,,,,,"Chapati, Veg Thali",100.00,0.00,0.00,0.00,5.00,0.00,105.00,Cash,,Printed,10 Aug 2025 00:30:12,
15718,,Dine In (12),AC,,,,,,,"Chicken Liver Masala Fry, Chicken Lolypop Full, Fry Papad, Green Salad, Kingfisher Ultra (650 Ml), Kollum Rice (Half), Masala Papad, Neer Dosa Per Pc, Packaged Water, Pomfret Tawa Fry (2Pc), Virjin Mojito",2490.00,0.00,0.00,0.00,159.50,0.50,2650.00,Cash,,Printed,10 Aug 2025 00:28:25,
15717,,Dine In (24),AC,,,,,,,Bacardi Rum (60 Ml),250.00,0.00,0.00,0.00,37.50,0.50,288.00,Cash,,Printed,10 Aug 2025 00:25:32,
15716,,Dine In (22),AC,,,,,,,"Kingfisher Mid (330 Ml), Kingfisher Mid (650 Ml), Veg Crispy",825.00,0.00,0.00,0.00,72.00,0.00,897.00,Cash,,Printed,10 Aug 2025 00:23:26,
15715,,Dine In (6),Non AC,,,,,,,"Chapati, Mutton Thali",315.00,0.00,0.00,0.00,15.76,0.24,331.00,Cash,,Printed,10 Aug 2025 00:16:32,
15714,,Dine In (21),AC,,,,,,,"Bacardi Rum (180 Ml), Chicken Crispy, Schezwan Sauce",1030.00,0.00,0.00,0.00,125.50,0.50,1156.00,Cash,,Printed,10 Aug 2025 00:09:33,
15713,,Dine In (18),AC,,,,,,,"Bombil Fry, Fry Papad, Green Salad, Magic Moment Apple (180 Ml), Magic Moment Apple (60 Ml), Magic Moment Apple (90 Ml), Packaged Water, Schezwan Sauce, Soft Drink 300 Ml, Soft Drink 600 Ml, Squid Chilly",2170.00,0.00,0.00,0.00,155.50,0.50,2326.00,Cash,,Printed,10 Aug 2025 00:06:54,
15712,,Dine In (5),Non AC,,,,,,,"Boiled Eggs, Chapati, Chicken Thali",530.00,0.00,0.00,0.00,26.50,0.50,557.00,Cash,,Printed,10 Aug 2025 00:05:18,
15711,,Dine In (3),Non AC,,,,,,,"Royal Challenge (180 Ml), Royal Challenge (30 Ml)",520.00,0.00,0.00,0.00,52.00,0.00,572.00,Cash,,Printed,9 Aug 2025 23:58:58,
15710,,Dine In (7),AC,,,,,,,"Chakli, Chapati, Mushroom Masala, Packaged Water, Prawns Thali, Schezwan Sauce, Soft Drink 300 Ml, Solkadi, Surmai Thali, Veg Burnt Garlic Fried Rice, Veg Hakka Noodles",1734.00,0.00,0.00,0.00,86.70,0.30,1821.00,Cash,,Printed,9 Aug 2025 23:54:43,
15709,,Dine In (17),AC,,,,,,,"Bombil Fry, Budwiser Mild (650 Ml), Chana Garlic Fry, Gobi Munchurian, Mix Seafood Platter Tawa Fry, Mushroom Chilly, Packaged Water, Paneer Pulav, Prawns Biryani, Solkadi, Veg Triple Schezwan Rice",2950.00,0.00,0.00,0.00,167.50,0.50,3118.00,Cash,,Printed,9 Aug 2025 23:52:33,
